Acession;Virus;Genotype;Country;Date;Size
AY676385;Dengue Serotype 3;Genotype II;Thailand;1980;1479
AY676386;Dengue Serotype 3;Genotype II;Thailand;1992;1479
AY676387;Dengue Serotype 3;Genotype II;Thailand;1999;1479
AY676388;Dengue Serotype 3;Genotype II;Thailand;1998;1479
AY676389;Dengue Serotype 3;Genotype II;Thailand;1998;1479
AY676390;Dengue Serotype 3;Genotype II;Thailand;1998;1479
AY676391;Dengue Serotype 3;Genotype II;Thailand;1998;1479
AY676392;Dengue Serotype 3;Genotype II;Thailand;1998;1479
AY676393;Dengue Serotype 3;Genotype II;Thailand;1998;1479
AY676394;Dengue Serotype 3;Genotype II;Thailand;2001;1479
AY676395;Dengue Serotype 3;Genotype II;Thailand;1998;1479
AY676396;Dengue Serotype 3;Genotype II;Thailand;1998;1479
AY676397;Dengue Serotype 3;Genotype II;Thailand;1997;1479
AY676398;Dengue Serotype 3;Genotype II;Thailand;1997;1479
AY676399;Dengue Serotype 3;Genotype II;Thailand;1998;1479
AY676400;Dengue Serotype 3;Genotype II;Thailand;1998;1479
AY676401;Dengue Serotype 3;Genotype II;Thailand;1984;1479
AY676402;Dengue Serotype 3;Genotype II;Thailand;2001;1479
AY676403;Dengue Serotype 3;Genotype II;Thailand;1998;1479
AY676404;Dengue Serotype 3;Genotype II;Thailand;1997;1479
AY676405;Dengue Serotype 3;Genotype II;Thailand;1997;1479
AY676406;Dengue Serotype 3;Genotype II;Thailand;1998;1479
AY676407;Dengue Serotype 3;Genotype II;Thailand;2001;1479
AY676408;Dengue Serotype 3;Genotype II;Thailand;2000;1479
AY676409;Dengue Serotype 3;Genotype II;Thailand;2001;1479
AY676410;Dengue Serotype 3;Genotype II;Thailand;2001;1479
AY676411;Dengue Serotype 3;Genotype II;Thailand;1999;1479
AY676412;Dengue Serotype 3;Genotype II;Thailand;1997;1479
AY676413;Dengue Serotype 3;Genotype II;Thailand;1999;1479
AY676414;Dengue Serotype 3;Genotype II;Thailand;2000;1479
AY676415;Dengue Serotype 3;Genotype II;Thailand;1985;1479
AY676416;Dengue Serotype 3;Genotype II;Thailand;1991;1479
AY676417;Dengue Serotype 3;Genotype II;Thailand;1988;1479
AY676418;Dengue Serotype 3;Genotype II;Thailand;1985;1479
AY676419;Dengue Serotype 3;Genotype II;Thailand;1988;1479
AY676420;Dengue Serotype 3;Genotype II;Thailand;2002;1479
AY676421;Dengue Serotype 3;Genotype II;Thailand;1990;1479
AY679147;Dengue Serotype 3;Genotype III;Brazil;2002;10703
AY702030;Dengue Serotype 3;Genotype III;Cuba;2001;1479
AY702031;Dengue Serotype 3;Genotype III;Cuba;2002;1479
AY702032;Dengue Serotype 3;Genotype III;Cuba;2000;1479
AY702033;Dengue Serotype 3;Genotype III;Nicaragua;1994;1479
AY706096;Dengue Serotype 3;Could not assign;India;2003;453
AY706097;Dengue Serotype 3;Could not assign;India;2003;454
AY706098;Dengue Serotype 3;Could not assign;India;2003;455
AY706099;Dengue Serotype 3;Could not assign;India;2003;454
AY744677;Dengue Serotype 3;Genotype I;French Polynesia;1989;10707
AY744678;Dengue Serotype 3;Genotype I;French Polynesia;1989;10707
AY744679;Dengue Serotype 3;Genotype I;French Polynesia;1990;10707
AY744680;Dengue Serotype 3;Genotype I;French Polynesia;1990;10707
AY744681;Dengue Serotype 3;Genotype I;French Polynesia;1990;10707
AY744682;Dengue Serotype 3;Genotype I;French Polynesia;1992;10707
AY744683;Dengue Serotype 3;Genotype I;French Polynesia;1992;10707
AY744684;Dengue Serotype 3;Genotype I;French Polynesia;1992;10707
AY744685;Dengue Serotype 3;Genotype I;French Polynesia;1994;10707
AY750713;Dengue Serotype 3;Genotype III;Saint Martin;2004;1049
AY750714;Dengue Serotype 3;Genotype III;Saint Martin;2004;1049
AY750715;Dengue Serotype 3;Genotype III;Saint Martin;2004;1049
AY750716;Dengue Serotype 3;Genotype III;Saint Martin;2004;1049
AY750717;Dengue Serotype 3;Genotype III;Saint Martin;2004;1049
AY750718;Dengue Serotype 3;Genotype III;Saint Martin;2004;1049
AY766104;Dengue Serotype 3;Genotype II;Singapore;1995;10696
AY770511;Dengue Serotype 3;Genotype III;India;2004;10707
AY770512;Dengue Serotype 3;Genotype III;India;2003;454
AY770513;Dengue Serotype 3;Could not assign;India;2003;454
AY776329;Dengue Serotype 3;Genotype I;Taiwan;1940;10490
AY858037;Dengue Serotype 3;Genotype I;Indonesia;2004;10707
AY858038;Dengue Serotype 3;Genotype I;Indonesia;1988;10707
AY858039;Dengue Serotype 3;Genotype I;Indonesia;1998;10707
AY858040;Dengue Serotype 3;Genotype I;Indonesia;2004;10706
AY858041;Dengue Serotype 3;Genotype I;Indonesia;2004;10707
AY858042;Dengue Serotype 3;Genotype I;Indonesia;2004;10707
AY858043;Dengue Serotype 3;Genotype I;Indonesia;2004;10706
AY858044;Dengue Serotype 3;Genotype I;Indonesia;2004;10707
AY858045;Dengue Serotype 3;Genotype I;Indonesia;2004;10707
AY858046;Dengue Serotype 3;Genotype I;Indonesia;2004;10707
AY858047;Dengue Serotype 3;Genotype I;Indonesia;2004;10688
AY858048;Dengue Serotype 3;Genotype I;Indonesia;2004;10707
AY876494;Dengue Serotype 3;Genotype II;Thailand;1994;10707
AY912454;Dengue Serotype 3;Genotype I;Indonesia;1998;3469
AY912455;Dengue Serotype 3;Genotype I;Indonesia;1998;3469
AY912458;Dengue Serotype 3;Genotype II;Thailand;1998;3469
AY923865;Dengue Serotype 3;Genotype II;Thailand;1994;10707
AY960625;Dengue Serotype 3;Genotype III;Brazil;1940;1977
AY960628;Dengue Serotype 3;Genotype III;Brazil;1940;1977
AY960629;Dengue Serotype 3;Genotype III;Brazil;1940;1977
AY960630;Dengue Serotype 3;Genotype III;Brazil;1940;1977
AY960631;Dengue Serotype 3;Genotype III;Brazil;1940;1977
AY960632;Dengue Serotype 3;Genotype III;Brazil;1940;1977
AY960633;Dengue Serotype 3;Genotype III;Brazil;1940;1977
AY960634;Dengue Serotype 3;Genotype III;Brazil;1940;1977
AY960635;Dengue Serotype 3;Genotype III;Brazil;1940;1977
DQ109039;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109040;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109041;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109042;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109043;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109044;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109045;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109046;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109047;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109048;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109049;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109050;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109051;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109052;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109053;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109054;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109055;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109056;Dengue Serotype 3;Genotype II;Taiwan;1940;878
DQ109057;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109058;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109059;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109060;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109061;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109062;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109063;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109064;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109065;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109066;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109067;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109068;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109069;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109070;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109071;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109072;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109073;Dengue Serotype 3;Genotype II;Taiwan;1940;878
DQ109074;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109075;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109076;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109077;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109078;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109079;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109080;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109081;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109082;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109083;Dengue Serotype 3;Genotype II;Taiwan;1940;878
DQ109084;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109085;Dengue Serotype 3;Genotype II;Taiwan;1940;877
DQ109086;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109087;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109088;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109089;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109090;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109091;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109092;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109093;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109094;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109095;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109096;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109097;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109098;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109099;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109100;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109101;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109102;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109103;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109104;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109105;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109106;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109107;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109108;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109109;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109110;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109111;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109112;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109113;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109114;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109115;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109116;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109117;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109118;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109119;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109120;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109121;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109122;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109123;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109124;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109125;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109126;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109127;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109128;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109129;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109130;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109131;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109132;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109133;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109134;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109135;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109136;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109137;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109138;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109139;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109140;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109141;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109142;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109143;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109144;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109145;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109146;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109147;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109148;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109149;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109150;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109151;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109152;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109153;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109154;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109155;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109156;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109157;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109158;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109159;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109160;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109161;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109162;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109163;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109164;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109165;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109166;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109167;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109168;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109169;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109170;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109171;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109172;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109173;Dengue Serotype 3;Genotype II;Taiwan;1940;879
DQ109174;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109175;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109176;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109177;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109178;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109179;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109180;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109181;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109182;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109183;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109184;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109185;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109186;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109187;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109188;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109189;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109190;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109191;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109192;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109193;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109194;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109195;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109196;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109197;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109198;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109199;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109200;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109201;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109202;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109203;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109204;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109205;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109206;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109207;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109208;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109209;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109210;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109211;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109212;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109213;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109214;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109215;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109216;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109217;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109218;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109219;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109220;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109221;Dengue Serotype 3;Genotype II;Taiwan;1940;751
DQ109222;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109223;Dengue Serotype 3;Genotype II;Taiwan;1940;751
DQ109224;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109225;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109226;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109227;Dengue Serotype 3;Genotype II;Taiwan;1940;753
DQ109228;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109229;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109230;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109231;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109232;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109233;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109234;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109235;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109236;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109237;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109238;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109239;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109240;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109241;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109242;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109243;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109244;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109245;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109246;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109247;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109248;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109249;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109250;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109251;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109252;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109253;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109254;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109255;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109256;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109257;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109258;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109259;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109260;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109261;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109262;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109263;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109264;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109265;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109266;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109267;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109268;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109269;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109270;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109271;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109272;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109273;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109274;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109275;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109276;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109277;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109278;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109279;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109280;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109281;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109282;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109283;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109284;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109285;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109286;Dengue Serotype 3;Genotype II;Taiwan;1940;752
DQ109287;Dengue Serotype 3;Genotype II;Taiwan;1940;752
